"Label (Grouping)","HOUSING OCCUPANCY","HOUSING OCCUPANCY!!Total housing units","HOUSING OCCUPANCY!!Total housing units!!Occupied housing units","HOUSING OCCUPANCY!!Total housing units!!Vacant housing units","HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate","HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate","UNITS IN STRUCTURE","UNITS IN STRUCTURE!!Total housing units","UNITS IN STRUCTURE!!Total housing units!!1-unit, detached","UNITS IN STRUCTURE!!Total housing units!!1-unit, attached","UNITS IN STRUCTURE!!Total housing units!!2 units","UNITS IN STRUCTURE!!Total housing units!!3 or 4 units","UNITS IN STRUCTURE!!Total housing units!!5 to 9 units","UNITS IN STRUCTURE!!Total housing units!!10 to 19 units","UNITS IN STRUCTURE!!Total housing units!!20 or more units","UNITS IN STRUCTURE!!Total housing units!!Mobile home","UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc.","YEAR STRUCTURE BUILT","YEAR STRUCTURE BUILT!!Total housing units","YEAR STRUCTURE BUILT!!Total housing units!!Built 2014 or later","YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2013","YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009","YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999","YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989","YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979","YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969","YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959","YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949","YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier","ROOMS","ROOMS!!Total housing units","ROOMS!!Total housing units!!1 room","ROOMS!!Total housing units!!2 rooms","ROOMS!!Total housing units!!3 rooms","ROOMS!!Total housing units!!4 rooms","ROOMS!!Total housing units!!5 rooms","ROOMS!!Total housing units!!6 rooms","ROOMS!!Total housing units!!7 rooms","ROOMS!!Total housing units!!8 rooms","ROOMS!!Total housing units!!9 rooms or more","ROOMS!!Total housing units!!Median rooms","BEDROOMS","BEDROOMS!!Total housing units","BEDROOMS!!Total housing units!!No bedroom","BEDROOMS!!Total housing units!!1 bedroom","BEDROOMS!!Total housing units!!2 bedrooms","BEDROOMS!!Total housing units!!3 bedrooms","BEDROOMS!!Total housing units!!4 bedrooms","BEDROOMS!!Total housing units!!5 or more bedrooms","HOUSING TENURE","HOUSING TENURE!!Occupied housing units","HOUSING TENURE!!Occupied housing units!!Owner-occupied","HOUSING TENURE!!Occupied housing units!!Renter-occupied","HOUSING TENURE!!Occupied housing units!!Average household size of owner-occupied unit","HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit","YEAR HOUSEHOLDER MOVED INTO UNIT","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2017 or later","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2015 to 2016","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 to 2014","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1989 and earlier","VEHICLES AVAILABLE","VEHICLES AVAILABLE!!Occupied housing units","VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available","VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available","VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available","VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available","HOUSE HEATING FUEL","HOUSE HEATING FUEL!!Occupied housing units","HOUSE HEATING FUEL!!Occupied housing units!!Utility gas","HOUSE HEATING FUEL!!Occupied housing units!!Bottled, tank, or LP gas","HOUSE HEATING FUEL!!Occupied housing units!!Electricity","HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc.","HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke","HOUSE HEATING FUEL!!Occupied housing units!!Wood","HOUSE HEATING FUEL!!Occupied housing units!!Solar energy","HOUSE HEATING FUEL!!Occupied housing units!!Other fuel","HOUSE HEATING FUEL!!Occupied housing units!!No fuel used","SELECTED CHARACTERISTICS","SELECTED CHARACTERISTICS!!Occupied housing units","SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities","SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities","SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available","OCCUPANTS PER ROOM","OCCUPANTS PER ROOM!!Occupied housing units","OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less","OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50","OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more","VALUE","VALUE!!Owner-occupied units","VALUE!!Owner-occupied units!!Less than $50,000","VALUE!!Owner-occupied units!!$50,000 to $99,999","VALUE!!Owner-occupied units!!$100,000 to $149,999","VALUE!!Owner-occupied units!!$150,000 to $199,999","VALUE!!Owner-occupied units!!$200,000 to $299,999","VALUE!!Owner-occupied units!!$300,000 to $499,999","VALUE!!Owner-occupied units!!$500,000 to $999,999","VALUE!!Owner-occupied units!!$1,000,000 or more","VALUE!!Owner-occupied units!!Median (dollars)","MORTGAGE STATUS","MORTGAGE STATUS!!Owner-occupied units","MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage","MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 to $2,499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,500 to $2,999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$3,000 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Median (dollars)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $250","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$250 to $399","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 to $599","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$600 to $799","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$800 to $999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$1,000 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Median (dollars)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed","GROSS RENT","GROSS RENT!!Occupied units paying rent","GROSS RENT!!Occupied units paying rent!!Less than $500","GROSS RENT!!Occupied units paying rent!!$500 to $999","GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499","GROSS RENT!!Occupied units paying rent!!$1,500 to $1,999","GROSS RENT!!Occupied units paying rent!!$2,000 to $2,499","GROSS RENT!!Occupied units paying rent!!$2,500 to $2,999","GROSS RENT!!Occupied units paying rent!!$3,000 or more","GROSS RENT!!Occupied units paying rent!!Median (dollars)","GROSS RENT!!Occupied units paying rent!!No rent paid","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Not computed"
"    Estimate","","892,930","768,203","124,727","2.6","4.6","","892,930","7,901","7,601","5,891","16,610","50,235","97,064","706,409","913","306","","892,930","17,614","15,485","56,857","32,763","56,545","72,469","116,625","92,221","62,717","369,634","","892,930","111,312","123,558","268,336","207,621","101,843","40,472","15,167","9,573","15,048","3.3","","892,930","136,146","343,189","272,090","106,582","26,606","8,317","","768,203","179,243","588,960","2.04","2.03","","768,203","238,682","84,417","114,352","129,254","90,389","111,109","","768,203","596,127","151,780","15,827","4,469","","768,203","375,735","14,664","200,466","133,620","768","809","538","18,923","22,680","","768,203","3,038","5,210","7,967","","768,203","727,372","17,374","23,457","","179,243","4,553","1,957","2,616","805","3,132","15,301","52,535","98,344","1,128,300","","179,243","88,247","90,996","","88,247","997","2,345","6,375","7,895","6,693","9,376","54,566","3,675","90,996","17,486","3,845","5,684","6,701","8,611","48,669","1,116","","88,041","52,409","8,371","6,831","4,964","15,466","206","89,415","51,954","10,526","5,167","4,530","3,524","1,558","12,156","1,581","","577,772","63,219","89,594","97,653","75,977","74,038","65,641","111,650","1,753","11,188","","561,959","128,554","73,718","66,086","56,093","49,897","187,611","27,001"
"    Margin of Error","","±2,654","±9,298","±8,675","±0.7","±0.7","","±2,654","±1,978","±1,858","±1,437","±2,493","±5,170","±7,099","±10,083","±679","±363","","±2,654","±2,393","±2,512","±4,178","±4,018","±4,732","±6,184","±7,154","±6,827","±5,909","±9,520","","±2,654","±6,591","±7,190","±10,470","±9,517","±6,920","±4,575","±2,424","±1,766","±2,724","±0.1","","±2,654","±7,550","±10,943","±10,627","±6,039","±3,331","±1,883","","±9,298","±7,246","±10,709","±0.05","±0.03","","±9,298","±9,836","±6,273","±6,107","±6,921","±6,852","±6,374","","±9,298","±9,484","±7,150","±2,587","±1,670","","±9,298","±9,177","±2,288","±8,928","±6,343","±671","±950","±446","±2,468","±2,598","","±9,298","±1,348","±1,714","±2,465","","±9,298","±8,933","±3,214","±3,564","","±7,246","±1,586","±953","±1,077","±473","±980","±2,262","±4,591","±5,673","±52,306","","±7,246","±5,963","±5,161","","±5,963","±591","±875","±2,380","±1,354","±1,448","±1,834","±4,862","±184","±5,161","±1,834","±1,324","±1,452","±1,774","±2,125","±4,228","±69","","±6,012","±5,045","±1,733","±1,429","±1,455","±2,486","±214","±5,143","±3,705","±1,867","±1,447","±1,540","±1,475","±603","±2,777","±960","","±10,884","±5,631","±6,204","±5,647","±5,480","±5,375","±4,652","±6,540","±42","±2,784","","±11,334","±7,193","±6,461","±4,885","±5,088","±5,047","±8,435","±3,967"
"    Percent","","892,930","86.0%","14.0%","(X)","(X)","","892,930","0.9%","0.9%","0.7%","1.9%","5.6%","10.9%","79.1%","0.1%","0.0%","","892,930","2.0%","1.7%","6.4%","3.7%","6.3%","8.1%","13.1%","10.3%","7.0%","41.4%","","892,930","12.5%","13.8%","30.1%","23.3%","11.4%","4.5%","1.7%","1.1%","1.7%","(X)","","892,930","15.2%","38.4%","30.5%","11.9%","3.0%","0.9%","","768,203","23.3%","76.7%","(X)","(X)","","768,203","31.1%","11.0%","14.9%","16.8%","11.8%","14.5%","","768,203","77.6%","19.8%","2.1%","0.6%","","768,203","48.9%","1.9%","26.1%","17.4%","0.1%","0.1%","0.1%","2.5%","3.0%","","768,203","0.4%","0.7%","1.0%","","768,203","94.7%","2.3%","3.1%","","179,243","2.5%","1.1%","1.5%","0.4%","1.7%","8.5%","29.3%","54.9%","(X)","","179,243","49.2%","50.8%","","88,247","1.1%","2.7%","7.2%","8.9%","7.6%","10.6%","61.8%","(X)","90,996","19.2%","4.2%","6.2%","7.4%","9.5%","53.5%","(X)","","88,041","59.5%","9.5%","7.8%","5.6%","17.6%","(X)","89,415","58.1%","11.8%","5.8%","5.1%","3.9%","1.7%","13.6%","(X)","","577,772","10.9%","15.5%","16.9%","13.1%","12.8%","11.4%","19.3%","(X)","(X)","","561,959","22.9%","13.1%","11.8%","10.0%","8.9%","33.4%","(X)"
"    Percent Margin of Error","","(X)","±1.0","±1.0","(X)","(X)","","(X)","±0.2","±0.2","±0.2","±0.3","±0.6","±0.8","±1.1","±0.1","±0.1","","(X)","±0.3","±0.3","±0.5","±0.5","±0.5","±0.7","±0.8","±0.8","±0.7","±1.0","","(X)","±0.7","±0.8","±1.2","±1.1","±0.8","±0.5","±0.3","±0.2","±0.3","(X)","","(X)","±0.8","±1.2","±1.2","±0.7","±0.4","±0.2","","(X)","±0.9","±0.9","(X)","(X)","","(X)","±1.2","±0.8","±0.8","±0.9","±0.9","±0.8","","(X)","±0.9","±0.9","±0.3","±0.2","","(X)","±1.1","±0.3","±1.1","±0.8","±0.1","±0.1","±0.1","±0.3","±0.3","","(X)","±0.2","±0.2","±0.3","","(X)","±0.5","±0.4","±0.5","","(X)","±0.9","±0.5","±0.6","±0.3","±0.6","±1.2","±2.2","±2.2","(X)","","(X)","±2.4","±2.4","","(X)","±0.7","±1.0","±2.6","±1.6","±1.6","±1.9","±3.5","(X)","(X)","±2.0","±1.4","±1.5","±1.9","±2.2","±3.4","(X)","","(X)","±3.4","±1.9","±1.5","±1.6","±2.8","(X)","(X)","±3.1","±2.1","±1.6","±1.7","±1.6","±0.7","±2.8","(X)","","(X)","±0.9","±1.1","±1.0","±0.9","±0.9","±0.8","±1.0","(X)","(X)","","(X)","±1.3","±1.1","±0.9","±0.9","±0.9","±1.3","(X)"
"Queens borough, Queens County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","869,346","784,552","84,794","1.6","3.1","","869,346","162,334","76,358","168,533","91,798","47,781","31,825","288,646","1,967","104","","869,346","19,043","10,897","34,439","24,399","30,562","48,605","126,016","183,708","131,139","260,538","","869,346","47,874","41,638","177,650","213,684","151,692","127,181","46,652","28,242","34,733","4.3","","869,346","54,457","214,661","276,961","242,992","57,605","22,670","","784,552","346,290","438,262","3.00","2.71","","784,552","162,924","82,449","130,746","179,435","103,172","125,826","","784,552","292,320","313,875","132,843","45,514","","784,552","600,522","15,895","53,155","93,753","200","282","885","7,840","12,020","","784,552","1,529","3,861","6,769","","784,552","712,448","45,269","26,835","","346,290","6,575","3,375","3,996","8,305","24,044","76,670","179,614","43,711","620,100","","346,290","191,185","155,105","","191,185","809","9,774","18,006","25,858","32,606","33,069","71,063","2,629","155,105","17,944","9,170","12,962","21,267","30,122","63,640","919","","190,244","62,344","22,422","19,716","15,286","70,476","941","153,222","60,536","24,531","16,955","10,416","7,587","6,276","26,921","1,883","","419,948","20,245","45,961","105,226","136,854","71,811","26,082","13,769","1,641","18,314","","414,213","55,821","51,850","50,352","46,878","36,234","173,078","24,049"
"    Margin of Error","","±1,109","±4,746","±4,508","±0.4","±0.5","","±1,109","±5,678","±4,037","±5,330","±5,343","±3,053","±2,365","±6,797","±600","±135","","±1,109","±2,125","±1,530","±3,127","±2,417","±3,108","±3,714","±6,104","±6,330","±5,559","±6,600","","±1,109","±3,851","±2,679","±7,434","±7,025","±6,050","±5,588","±3,711","±2,285","±2,361","±0.1","","±1,109","±4,153","±7,653","±7,538","±7,085","±3,894","±1,973","","±4,746","±7,742","±8,130","±0.04","±0.03","","±4,746","±6,454","±4,951","±5,929","±5,069","±4,654","±4,681","","±4,746","±7,233","±7,199","±5,181","±3,152","","±4,746","±7,734","±1,610","±3,329","±4,553","±125","±190","±508","±1,453","±1,612","","±4,746","±682","±972","±1,391","","±4,746","±6,391","±3,679","±3,030","","±7,742","±1,425","±729","±934","±1,521","±2,454","±3,840","±5,627","±2,833","±9,088","","±7,742","±6,718","±5,894","","±6,718","±368","±1,974","±2,611","±2,576","±2,698","±2,588","±4,224","±47","±5,894","±2,124","±1,482","±1,880","±2,407","±2,737","±3,976","±20","","±6,784","±4,619","±2,339","±2,020","±1,649","±4,388","±348","±5,920","±4,459","±2,625","±1,808","±1,562","±1,293","±1,259","±2,690","±737","","±7,820","±2,632","±4,076","±6,050","±6,334","±4,421","±2,362","±1,933","±19","±2,503","","±7,750","±4,359","±4,109","±4,462","±3,817","±3,678","±6,440","±2,882"
"    Percent","","869,346","90.2%","9.8%","(X)","(X)","","869,346","18.7%","8.8%","19.4%","10.6%","5.5%","3.7%","33.2%","0.2%","0.0%","","869,346","2.2%","1.3%","4.0%","2.8%","3.5%","5.6%","14.5%","21.1%","15.1%","30.0%","","869,346","5.5%","4.8%","20.4%","24.6%","17.4%","14.6%","5.4%","3.2%","4.0%","(X)","","869,346","6.3%","24.7%","31.9%","28.0%","6.6%","2.6%","","784,552","44.1%","55.9%","(X)","(X)","","784,552","20.8%","10.5%","16.7%","22.9%","13.2%","16.0%","","784,552","37.3%","40.0%","16.9%","5.8%","","784,552","76.5%","2.0%","6.8%","11.9%","0.0%","0.0%","0.1%","1.0%","1.5%","","784,552","0.2%","0.5%","0.9%","","784,552","90.8%","5.8%","3.4%","","346,290","1.9%","1.0%","1.2%","2.4%","6.9%","22.1%","51.9%","12.6%","(X)","","346,290","55.2%","44.8%","","191,185","0.4%","5.1%","9.4%","13.5%","17.1%","17.3%","37.2%","(X)","155,105","11.6%","5.9%","8.4%","13.7%","19.4%","41.0%","(X)","","190,244","32.8%","11.8%","10.4%","8.0%","37.0%","(X)","153,222","39.5%","16.0%","11.1%","6.8%","5.0%","4.1%","17.6%","(X)","","419,948","4.8%","10.9%","25.1%","32.6%","17.1%","6.2%","3.3%","(X)","(X)","","414,213","13.5%","12.5%","12.2%","11.3%","8.7%","41.8%","(X)"
"    Percent Margin of Error","","(X)","±0.5","±0.5","(X)","(X)","","(X)","±0.7","±0.5","±0.6","±0.6","±0.4","±0.3","±0.8","±0.1","±0.1","","(X)","±0.2","±0.2","±0.4","±0.3","±0.4","±0.4","±0.7","±0.7","±0.6","±0.8","","(X)","±0.4","±0.3","±0.9","±0.8","±0.7","±0.6","±0.4","±0.3","±0.3","(X)","","(X)","±0.5","±0.9","±0.9","±0.8","±0.4","±0.2","","(X)","±1.0","±1.0","(X)","(X)","","(X)","±0.8","±0.6","±0.7","±0.6","±0.6","±0.6","","(X)","±0.9","±0.9","±0.6","±0.4","","(X)","±0.8","±0.2","±0.4","±0.6","±0.1","±0.1","±0.1","±0.2","±0.2","","(X)","±0.1","±0.1","±0.2","","(X)","±0.6","±0.5","±0.4","","(X)","±0.4","±0.2","±0.3","±0.4","±0.7","±1.0","±1.1","±0.8","(X)","","(X)","±1.4","±1.4","","(X)","±0.2","±1.0","±1.3","±1.2","±1.4","±1.3","±1.8","(X)","(X)","±1.3","±0.9","±1.1","±1.5","±1.6","±1.9","(X)","","(X)","±2.1","±1.1","±1.0","±0.8","±2.0","(X)","(X)","±2.2","±1.6","±1.1","±1.0","±0.8","±0.8","±1.8","(X)","","(X)","±0.6","±0.9","±1.4","±1.3","±1.0","±0.6","±0.5","(X)","(X)","","(X)","±1.0","±1.0","±1.0","±1.0","±0.9","±1.3","(X)"
"Staten Island borough, Richmond County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","181,765","166,297","15,468","3.4","5.6","","181,765","55,025","44,503","50,129","6,760","3,230","2,541","19,317","177","83","","181,765","3,719","1,148","16,533","19,580","26,929","32,156","24,522","15,380","7,477","34,321","","181,765","4,976","5,152","20,272","26,309","30,292","44,665","22,625","10,471","17,003","5.6","","181,765","5,142","24,524","40,959","79,957","25,031","6,152","","166,297","109,302","56,995","3.03","2.43","","166,297","29,907","18,362","26,680","38,046","24,882","28,420","","166,297","28,383","57,821","56,186","23,907","","166,297","147,718","1,850","7,293","8,036","0","71","296","212","821","","166,297","364","904","6,672","","166,297","158,905","4,067","3,325","","109,302","1,363","655","510","559","4,689","31,292","64,208","6,026","586,500","","109,302","70,998","38,304","","70,998","0","1,614","6,429","11,389","14,930","13,202","23,434","2,543","38,304","439","791","3,276","7,067","9,312","17,419","949","","70,976","26,259","9,592","7,707","6,695","20,723","22","38,169","14,745","7,449","3,374","3,833","1,915","1,347","5,506","135","","51,917","8,836","6,458","18,499","10,521","5,330","1,836","437","1,299","5,078","","51,114","10,463","6,707","4,476","4,385","5,357","19,726","5,881"
"    Margin of Error","","±582","±2,678","±2,583","±1.2","±1.9","","±582","±2,598","±2,953","±3,763","±1,577","±1,034","±882","±2,566","±139","±142","","±582","±1,143","±535","±2,287","±2,471","±2,705","±3,320","±2,566","±2,199","±1,630","±3,041","","±582","±1,225","±1,386","±2,981","±2,790","±2,887","±3,399","±2,240","±1,661","±1,687","±0.1","","±582","±1,244","±2,871","±3,009","±4,020","±2,643","±987","","±2,678","±3,395","±3,335","±0.07","±0.11","","±2,678","±3,049","±2,199","±3,184","±3,296","±2,268","±2,508","","±2,678","±2,909","±3,672","±3,570","±2,590","","±2,678","±3,126","±660","±1,747","±1,323","±207","±81","±225","±176","±402","","±2,678","±322","±543","±2,194","","±2,678","±3,074","±1,094","±1,215","","±3,395","±513","±304","±296","±334","±1,143","±2,699","±3,473","±1,599","±12,729","","±3,395","±3,566","±2,436","","±3,566","±207","±607","±1,231","±1,798","±2,003","±1,958","±2,475","±81","±2,436","±316","±367","±755","±1,190","±1,475","±1,926","±46","","±3,567","±2,683","±1,397","±1,544","±1,588","±2,417","±37","±2,434","±1,652","±1,217","±716","±838","±748","±669","±1,336","±138","","±3,144","±1,824","±1,813","±2,542","±2,234","±1,457","±841","±287","±55","±1,761","","±3,099","±2,411","±1,596","±1,411","±996","±1,539","±2,851","±1,850"
