"Label (Grouping)","HOUSING OCCUPANCY","HOUSING OCCUPANCY!!Total housing units","HOUSING OCCUPANCY!!Total housing units!!Occupied housing units","HOUSING OCCUPANCY!!Total housing units!!Vacant housing units","HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate","HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate","UNITS IN STRUCTURE","UNITS IN STRUCTURE!!Total housing units","UNITS IN STRUCTURE!!Total housing units!!1-unit, detached","UNITS IN STRUCTURE!!Total housing units!!1-unit, attached","UNITS IN STRUCTURE!!Total housing units!!2 units","UNITS IN STRUCTURE!!Total housing units!!3 or 4 units","UNITS IN STRUCTURE!!Total housing units!!5 to 9 units","UNITS IN STRUCTURE!!Total housing units!!10 to 19 units","UNITS IN STRUCTURE!!Total housing units!!20 or more units","UNITS IN STRUCTURE!!Total housing units!!Mobile home","UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc.","YEAR STRUCTURE BUILT","YEAR STRUCTURE BUILT!!Total housing units","YEAR STRUCTURE BUILT!!Total housing units!!Built 2020 or later","YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2019","YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009","YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999","YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989","YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979","YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969","YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959","YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949","YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier","ROOMS","ROOMS!!Total housing units","ROOMS!!Total housing units!!1 room","ROOMS!!Total housing units!!2 rooms","ROOMS!!Total housing units!!3 rooms","ROOMS!!Total housing units!!4 rooms","ROOMS!!Total housing units!!5 rooms","ROOMS!!Total housing units!!6 rooms","ROOMS!!Total housing units!!7 rooms","ROOMS!!Total housing units!!8 rooms","ROOMS!!Total housing units!!9 rooms or more","ROOMS!!Total housing units!!Median rooms","BEDROOMS","BEDROOMS!!Total housing units","BEDROOMS!!Total housing units!!No bedroom","BEDROOMS!!Total housing units!!1 bedroom","BEDROOMS!!Total housing units!!2 bedrooms","BEDROOMS!!Total housing units!!3 bedrooms","BEDROOMS!!Total housing units!!4 bedrooms","BEDROOMS!!Total housing units!!5 or more bedrooms","HOUSING TENURE","HOUSING TENURE!!Occupied housing units","HOUSING TENURE!!Occupied housing units!!Owner-occupied","HOUSING TENURE!!Occupied housing units!!Renter-occupied","HOUSING TENURE!!Occupied housing units!!Average household size of owner-occupied unit","HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit","YEAR HOUSEHOLDER MOVED INTO UNIT","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2019 or later","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2015 to 2018","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 to 2014","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1989 and earlier","VEHICLES AVAILABLE","VEHICLES AVAILABLE!!Occupied housing units","VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available","VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available","VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available","VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available","HOUSE HEATING FUEL","HOUSE HEATING FUEL!!Occupied housing units","HOUSE HEATING FUEL!!Occupied housing units!!Utility gas","HOUSE HEATING FUEL!!Occupied housing units!!Bottled, tank, or LP gas","HOUSE HEATING FUEL!!Occupied housing units!!Electricity","HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc.","HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke","HOUSE HEATING FUEL!!Occupied housing units!!Wood","HOUSE HEATING FUEL!!Occupied housing units!!Solar energy","HOUSE HEATING FUEL!!Occupied housing units!!Other fuel","HOUSE HEATING FUEL!!Occupied housing units!!No fuel used","SELECTED CHARACTERISTICS","SELECTED CHARACTERISTICS!!Occupied housing units","SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities","SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities","SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available","OCCUPANTS PER ROOM","OCCUPANTS PER ROOM!!Occupied housing units","OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less","OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50","OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more","VALUE","VALUE!!Owner-occupied units","VALUE!!Owner-occupied units!!Less than $50,000","VALUE!!Owner-occupied units!!$50,000 to $99,999","VALUE!!Owner-occupied units!!$100,000 to $149,999","VALUE!!Owner-occupied units!!$150,000 to $199,999","VALUE!!Owner-occupied units!!$200,000 to $299,999","VALUE!!Owner-occupied units!!$300,000 to $499,999","VALUE!!Owner-occupied units!!$500,000 to $999,999","VALUE!!Owner-occupied units!!$1,000,000 or more","VALUE!!Owner-occupied units!!Median (dollars)","MORTGAGE STATUS","MORTGAGE STATUS!!Owner-occupied units","MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage","MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 to $2,499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,500 to $2,999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$3,000 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Median (dollars)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $250","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$250 to $399","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 to $599","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$600 to $799","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$800 to $999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$1,000 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Median (dollars)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed","GROSS RENT","GROSS RENT!!Occupied units paying rent","GROSS RENT!!Occupied units paying rent!!Less than $500","GROSS RENT!!Occupied units paying rent!!$500 to $999","GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499","GROSS RENT!!Occupied units paying rent!!$1,500 to $1,999","GROSS RENT!!Occupied units paying rent!!$2,000 to $2,499","GROSS RENT!!Occupied units paying rent!!$2,500 to $2,999","GROSS RENT!!Occupied units paying rent!!$3,000 or more","GROSS RENT!!Occupied units paying rent!!Median (dollars)","GROSS RENT!!Occupied units paying rent!!No rent paid","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Not computed"
"    Estimate","","916,609","737,575","179,034","4.3","8.7","","916,609","10,994","5,543","8,306","23,003","50,526","98,260","718,715","760","502","","916,609","1,708","46,422","55,009","26,688","58,895","70,611","116,992","83,251","59,803","397,230","","916,609","114,310","122,583","257,394","220,249","111,670","48,894","17,146","12,048","12,315","3.4","","916,609","139,033","351,731","279,617","112,650","27,708","5,870","","737,575","184,279","553,296","2.07","2.05","","737,575","229,460","122,963","84,255","111,783","85,258","103,856","","737,575","562,023","154,806","17,246","3,500","","737,575","359,467","14,951","208,219","104,192","495","360","634","22,710","26,547","","737,575","3,251","5,724","5,767","","737,575","703,553","16,501","17,521","","184,279","5,454","2,012","2,104","1,260","4,095","15,564","69,363","84,427","940,900","","184,279","84,819","99,460","","84,819","967","2,798","6,100","4,971","8,900","8,926","52,157","3,605","99,460","13,639","6,663","7,168","5,919","6,238","59,833","1,331","","83,847","45,495","8,283","5,226","4,184","20,659","972","97,475","42,016","12,673","7,192","5,826","5,545","4,459","19,764","1,985","","543,334","49,726","71,009","90,728","82,346","72,022","40,051","137,452","1,866","9,962","","529,919","93,742","53,699","58,602","54,281","51,476","218,119","23,377"
"    Margin of Error","","±2,138","±9,878","±9,172","±1.2","±0.8","","±2,138","±2,409","±1,421","±1,732","±3,682","±4,338","±7,186","±8,685","±565","±466","","±2,138","±1,399","±4,817","±4,938","±3,249","±5,187","±6,363","±6,930","±6,271","±5,235","±9,495","","±2,138","±7,669","±7,037","±9,064","±9,389","±8,345","±4,585","±3,228","±2,391","±2,430","±0.1","","±2,138","±8,056","±10,278","±11,670","±7,597","±3,653","±1,562","","±9,878","±7,683","±9,991","±0.06","±0.04","","±9,878","±9,929","±7,381","±6,153","±6,996","±5,667","±6,253","","±9,878","±10,305","±8,068","±3,013","±1,239","","±9,878","±12,611","±2,651","±8,643","±5,776","±439","±375","±540","±3,365","±3,124","","±9,878","±1,604","±1,400","±1,331","","±9,878","±10,470","±3,000","±2,887","","±7,683","±1,392","±898","±977","±739","±1,158","±2,849","±5,446","±6,223","±35,487","","±7,683","±4,714","±6,056","","±4,714","±632","±1,112","±1,912","±1,197","±1,989","±2,277","±4,220","±222","±6,056","±2,001","±1,548","±2,127","±1,879","±1,583","±5,280","±86","","±4,677","±4,077","±1,704","±1,557","±1,216","±3,602","±681","±5,873","±3,846","±2,706","±2,003","±1,644","±1,752","±1,731","±3,285","±1,077","","±10,455","±4,165","±4,969","±6,253","±6,509","±5,668","±4,012","±6,701","±44","±2,279","","±10,259","±5,949","±5,438","±5,235","±4,909","±5,476","±8,770","±3,148"
"    Percent","","916,609","80.5%","19.5%","(X)","(X)","","916,609","1.2%","0.6%","0.9%","2.5%","5.5%","10.7%","78.4%","0.1%","0.1%","","916,609","0.2%","5.1%","6.0%","2.9%","6.4%","7.7%","12.8%","9.1%","6.5%","43.3%","","916,609","12.5%","13.4%","28.1%","24.0%","12.2%","5.3%","1.9%","1.3%","1.3%","(X)","","916,609","15.2%","38.4%","30.5%","12.3%","3.0%","0.6%","","737,575","25.0%","75.0%","(X)","(X)","","737,575","31.1%","16.7%","11.4%","15.2%","11.6%","14.1%","","737,575","76.2%","21.0%","2.3%","0.5%","","737,575","48.7%","2.0%","28.2%","14.1%","0.1%","0.0%","0.1%","3.1%","3.6%","","737,575","0.4%","0.8%","0.8%","","737,575","95.4%","2.2%","2.4%","","184,279","3.0%","1.1%","1.1%","0.7%","2.2%","8.4%","37.6%","45.8%","(X)","","184,279","46.0%","54.0%","","84,819","1.1%","3.3%","7.2%","5.9%","10.5%","10.5%","61.5%","(X)","99,460","13.7%","6.7%","7.2%","6.0%","6.3%","60.2%","(X)","","83,847","54.3%","9.9%","6.2%","5.0%","24.6%","(X)","97,475","43.1%","13.0%","7.4%","6.0%","5.7%","4.6%","20.3%","(X)","","543,334","9.2%","13.1%","16.7%","15.2%","13.3%","7.4%","25.3%","(X)","(X)","","529,919","17.7%","10.1%","11.1%","10.2%","9.7%","41.2%","(X)"
"    Percent Margin of Error","","(X)","±1.0","±1.0","(X)","(X)","","(X)","±0.3","±0.2","±0.2","±0.4","±0.5","±0.8","±0.9","±0.1","±0.1","","(X)","±0.2","±0.5","±0.5","±0.4","±0.6","±0.7","±0.8","±0.7","±0.6","±1.1","","(X)","±0.8","±0.8","±1.0","±1.0","±0.9","±0.5","±0.4","±0.3","±0.3","(X)","","(X)","±0.9","±1.1","±1.3","±0.8","±0.4","±0.2","","(X)","±1.0","±1.0","(X)","(X)","","(X)","±1.2","±1.0","±0.8","±1.0","±0.8","±0.8","","(X)","±1.1","±1.0","±0.4","±0.2","","(X)","±1.5","±0.4","±1.1","±0.8","±0.1","±0.1","±0.1","±0.5","±0.4","","(X)","±0.2","±0.2","±0.2","","(X)","±0.6","±0.4","±0.4","","(X)","±0.8","±0.5","±0.5","±0.4","±0.6","±1.4","±2.7","±2.7","(X)","","(X)","±2.0","±2.0","","(X)","±0.8","±1.3","±2.2","±1.4","±2.3","±2.6","±3.5","(X)","(X)","±2.0","±1.6","±2.1","±1.9","±1.6","±3.1","(X)","","(X)","±4.0","±2.1","±1.8","±1.4","±3.9","(X)","(X)","±3.3","±2.7","±2.0","±1.7","±1.7","±1.7","±3.2","(X)","","(X)","±0.8","±0.9","±1.2","±1.1","±1.0","±0.7","±1.2","(X)","(X)","","(X)","±1.1","±1.0","±1.0","±0.9","±1.0","±1.5","(X)"
"Queens borough, Queens County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","902,754","820,686","82,068","1.2","3.1","","902,754","176,720","83,933","164,757","90,264","47,358","33,453","304,686","1,329","254","","902,754","2,365","48,080","38,455","24,368","37,180","57,542","120,926","172,740","122,921","278,177","","902,754","53,573","51,206","190,825","212,947","159,559","118,388","49,196","30,550","36,510","4.2","","902,754","62,716","228,720","281,955","247,610","57,648","24,105","","820,686","374,621","446,065","3.00","2.64","","820,686","158,829","165,455","119,460","157,065","107,157","112,720","","820,686","302,699","339,719","134,732","43,536","","820,686","587,597","27,264","90,813","89,152","367","364","717","8,869","15,543","","820,686","2,484","5,533","7,229","","820,686","737,482","49,332","33,872","","374,621","9,527","3,702","4,650","8,049","28,340","68,545","198,079","53,729","642,000","","374,621","202,663","171,958","","202,663","966","9,245","17,342","25,902","32,438","35,145","81,625","2,720","171,958","14,035","8,144","17,873","23,664","28,572","79,670","959","","200,929","56,469","23,307","18,162","16,174","86,817","1,734","169,027","54,057","30,516","20,901","11,080","9,771","6,858","35,844","2,931","","431,928","19,028","38,249","95,863","144,513","84,809","29,262","20,204","1,717","14,137","","420,353","54,258","43,126","51,450","43,673","37,862","189,984","25,712"
"    Margin of Error","","±1,182","±5,706","±5,417","±0.3","±0.5","","±1,182","±5,080","±4,832","±5,550","±5,227","±3,426","±3,080","±6,921","±604","±252","","±1,182","±911","±3,313","±3,089","±2,927","±3,437","±4,238","±5,641","±7,028","±5,770","±7,053","","±1,182","±4,416","±4,260","±6,842","±7,200","±6,822","±5,149","±3,269","±2,589","±3,247","±0.1","","±1,182","±4,688","±7,867","±7,734","±7,231","±4,399","±2,752","","±5,706","±7,466","±8,255","±0.04","±0.04","","±5,706","±5,831","±7,916","±5,543","±5,575","±4,553","±4,881","","±5,706","±7,829","±9,356","±6,289","±3,904","","±5,706","±7,506","±2,572","±5,428","±5,357","±297","±317","±459","±1,513","±2,092","","±5,706","±943","±1,160","±1,450","","±5,706","±7,648","±4,091","±3,539","","±7,466","±2,013","±1,030","±1,289","±1,402","±2,917","±4,449","±6,232","±3,718","±8,240","","±7,466","±6,623","±5,038","","±6,623","±686","±2,091","±2,137","±2,931","±2,941","±3,292","±4,083","±51","±5,038","±2,005","±1,472","±1,934","±2,537","±2,883","±3,987","±21","","±6,606","±3,568","±2,308","±1,974","±2,349","±4,802","±778","±4,869","±3,374","±2,660","±2,541","±1,777","±1,579","±1,326","±2,829","±840","","±8,671","±2,704","±3,243","±5,985","±6,158","±4,972","±3,124","±2,614","±16","±1,980","","±8,658","±3,611","±3,993","±4,698","±4,286","±3,706","±7,762","±2,945"
"    Percent","","902,754","90.9%","9.1%","(X)","(X)","","902,754","19.6%","9.3%","18.3%","10.0%","5.2%","3.7%","33.8%","0.1%","0.0%","","902,754","0.3%","5.3%","4.3%","2.7%","4.1%","6.4%","13.4%","19.1%","13.6%","30.8%","","902,754","5.9%","5.7%","21.1%","23.6%","17.7%","13.1%","5.4%","3.4%","4.0%","(X)","","902,754","6.9%","25.3%","31.2%","27.4%","6.4%","2.7%","","820,686","45.6%","54.4%","(X)","(X)","","820,686","19.4%","20.2%","14.6%","19.1%","13.1%","13.7%","","820,686","36.9%","41.4%","16.4%","5.3%","","820,686","71.6%","3.3%","11.1%","10.9%","0.0%","0.0%","0.1%","1.1%","1.9%","","820,686","0.3%","0.7%","0.9%","","820,686","89.9%","6.0%","4.1%","","374,621","2.5%","1.0%","1.2%","2.1%","7.6%","18.3%","52.9%","14.3%","(X)","","374,621","54.1%","45.9%","","202,663","0.5%","4.6%","8.6%","12.8%","16.0%","17.3%","40.3%","(X)","171,958","8.2%","4.7%","10.4%","13.8%","16.6%","46.3%","(X)","","200,929","28.1%","11.6%","9.0%","8.0%","43.2%","(X)","169,027","32.0%","18.1%","12.4%","6.6%","5.8%","4.1%","21.2%","(X)","","431,928","4.4%","8.9%","22.2%","33.5%","19.6%","6.8%","4.7%","(X)","(X)","","420,353","12.9%","10.3%","12.2%","10.4%","9.0%","45.2%","(X)"
"    Percent Margin of Error","","(X)","±0.6","±0.6","(X)","(X)","","(X)","±0.6","±0.5","±0.6","±0.6","±0.4","±0.3","±0.8","±0.1","±0.1","","(X)","±0.1","±0.4","±0.3","±0.3","±0.4","±0.5","±0.6","±0.8","±0.6","±0.8","","(X)","±0.5","±0.5","±0.8","±0.8","±0.8","±0.6","±0.4","±0.3","±0.4","(X)","","(X)","±0.5","±0.9","±0.9","±0.8","±0.5","±0.3","","(X)","±0.9","±0.9","(X)","(X)","","(X)","±0.7","±0.9","±0.7","±0.7","±0.5","±0.6","","(X)","±0.9","±1.1","±0.8","±0.5","","(X)","±0.8","±0.3","±0.6","±0.7","±0.1","±0.1","±0.1","±0.2","±0.3","","(X)","±0.1","±0.1","±0.2","","(X)","±0.7","±0.5","±0.4","","(X)","±0.5","±0.3","±0.3","±0.4","±0.7","±1.1","±1.4","±1.0","(X)","","(X)","±1.2","±1.2","","(X)","±0.3","±1.0","±1.0","±1.4","±1.3","±1.4","±1.9","(X)","(X)","±1.2","±0.8","±1.1","±1.5","±1.6","±1.8","(X)","","(X)","±1.6","±1.1","±1.0","±1.1","±1.8","(X)","(X)","±1.7","±1.5","±1.5","±1.0","±0.9","±0.8","±1.6","(X)","","(X)","±0.6","±0.7","±1.2","±1.4","±1.1","±0.7","±0.6","(X)","(X)","","(X)","±0.9","±0.9","±1.1","±1.0","±0.9","±1.5","(X)"
"Staten Island borough, Richmond County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","184,154","170,762","13,392","1.5","6.3","","184,154","66,759","47,863","37,382","6,475","3,432","3,424","18,348","399","72","","184,154","362","8,554","17,352","19,492","29,390","29,586","24,107","18,693","6,319","30,299","","184,154","5,897","4,178","21,285","23,682","35,537","45,027","19,546","13,846","15,156","5.5","","184,154","6,128","26,198","38,148","83,619","22,695","7,366","","170,762","119,237","51,525","3.01","2.50","","170,762","25,699","34,669","22,174","38,603","23,066","26,551","","170,762","27,404","63,125","58,811","21,422","","170,762","143,477","5,564","9,780","7,868","0","270","543","948","2,312","","170,762","468","1,075","2,362","","170,762","161,096","6,259","3,407","","119,237","3,298","1,441","926","457","3,694","28,649","74,303","6,469","605,500","","119,237","81,075","38,162","","81,075","0","2,690","4,889","12,725","17,740","14,435","28,596","2,586","38,162","601","1,354","3,801","7,874","7,383","17,149","944","","80,042","25,353","11,275","7,984","5,664","29,766","1,033","37,887","11,731","8,111","5,880","3,337","1,611","1,541","5,676","275","","48,647","6,641","5,373","14,233","13,147","5,775","2,617","861","1,442","2,878","","47,213","8,776","4,619","3,999","3,281","3,324","23,214","4,312"
"    Margin of Error","","±417","±2,191","±2,215","±0.6","±2.0","","±417","±3,803","±3,007","±2,768","±1,450","±1,066","±1,111","±1,976","±423","±127","","±417","±424","±1,973","±2,369","±2,419","±3,159","±3,041","±2,033","±2,585","±1,586","±3,026","","±417","±1,518","±1,101","±2,667","±2,742","±3,122","±3,717","±2,702","±2,055","±2,222","±0.2","","±417","±1,546","±2,693","±2,989","±4,170","±2,681","±1,568","","±2,191","±3,834","±3,456","±0.07","±0.11","","±2,191","±2,825","±2,688","±2,926","±2,902","±2,827","±2,162","","±2,191","±3,049","±3,899","±3,900","±2,727","","±2,191","±3,451","±1,278","±2,107","±1,691","±217","±235","±432","±668","±849","","±2,191","±337","±597","±1,082","","±2,191","±2,444","±1,457","±1,150","","±3,834","±1,236","±651","±596","±320","±1,195","±3,243","±3,791","±1,076","±12,206","","±3,834","±3,672","±2,937","","±3,672","±217","±1,229","±1,255","±2,414","±2,472","±2,288","±2,767","±89","±2,937","±412","±606","±1,032","±1,541","±1,406","±2,052","±41","","±3,614","±2,999","±1,975","±1,942","±1,242","±3,253","±608","±2,945","±1,739","±1,682","±1,268","±884","±621","±640","±1,242","±258","","±3,699","±1,373","±1,635","±2,126","±2,402","±1,607","±1,051","±447","±51","±1,067","","±3,624","±1,953","±1,664","±1,222","±1,154","±1,273","±2,826","±1,273"
